username,timestamp,comment
@felixpamd,2021-04-13T17:49:46.000Z,senor presidente deles un buen hospital a los de pedernales otro para mis hermanos de bahia de caraquez estas son las dolencias no resueltas de manabi devuelva con obras y demuestre su ser de bien
@jonvel00,2021-04-13T17:27:08.000Z,necesitamos un hospital nuevo para manta unidad d quemados hospital de ninos en manabi a los manabitas nos toca viajar a guayaquil o quito para ser atendidos porque especialistas y equipos no hay un centro medico para la mujer  puentes por terminar de la anterior administracion
@CarlosDanny9,2021-04-13T05:24:31.000Z,tu no sabes xq no viviste en el antiguo manabi antes de la revolucion y x cierto en manta se cayo el hospital del seguro y mire que calidad de hospital dejo correa remodelo el de portoviejo e hizo el de especialidades en portociejo falto pedernales chone y bahia
@Fernand36426290,2021-04-12T17:52:12.000Z,no julian lo de manabi es un tema 100 de educacion puedes construirles una replica de disneylandia o del hospital metropolitano pero si alguien va y les ofrece dinero facil narco ahi va el voto la educacion manabita esta tomada por las mafias narcosocialistas
@Walwin777,2021-04-12T17:00:09.000Z,lo q de verdad me entristece es ver por ejemplo en manabi que hizo el correato una carretera si pero les robaron un hospital y otras cosas que no les cumplieron y ahi esta son como la gallina a la q despluma aunque le duela vuelve a la mano q la hiere por la necesidad de comer
@danielandresd14,2021-04-12T15:34:15.000Z,tiene  gl cuatro anos para cambiar manabi para bien obras sin un ctvo de corrupcion ofrecio en portoviejo el alcantarillado en la zona norte dejar finalizado el hospital de especialidadesasi que menos correa y mas trabajar
@okdiogo,2021-04-12T04:04:26.000Z,lassoguillermo  felitaciones por favor no cometa los errores de su antecesor usted tiene una gran responsabilidad combata la corrupcion y cumpla su compromiso con el pueblo  comience con manabi termine el hospital de pedernales y a los damnificados del terremoto exitos
@ismavelez691,2021-04-12T04:00:12.000Z,me imagino participo con el tropel de asalto de lios fondos de la reconstruccion del terremoto hasta el hospital que se destruyo  no pudieron devolverlomanabi esta  en acidos y harta demencia para apoyar a los ladrones
@dblakmans,2021-04-12T02:02:39.000Z,trato de encontrar explicaciones al voto de toda la costa pero lo de manabi es incomprensible despues de que los mando a callar no les construyeron hospital y no cumplieron promesas post terremoto sera que la provincia esta amenazada por los senores de las 
@sebasgarcialitu,2021-04-12T00:25:17.000Z,exacto nano el hospital que iba a ser destinado despues del terremoto todavia no esta construido manabi no puede ser mas ciego
@NinoskaVega1,2021-04-11T23:59:17.000Z,y que agradece que se robaron el dinero del terremoto httpqueserobaron eldinero del hospital de pedernales que sus paisanos todavia duerman en carpasque pena manabi
@fercho14310,2021-04-11T23:52:45.000Z,manabi del alma  de que hablas correa  se robaron todo el dinero para el hospital de pedernales tu y tus amigos se aprovecharon del terremoto y se llevaron todo acaso sabes como esta eso hoy  da asco leer que digas manabi del alma
@briana_melina,2021-04-11T23:36:55.000Z,que paso con la refineria  que paso con el hospital de pedernales que paso con la contribucion q nos cobraron un ano y el iva q aumento y nunca hicieron nada en manabi no fueron ustedes los que debian hacer esas obras ya q manabi aun les cree x los 1000 que responden
@DavidGonzalez_N,2021-04-11T23:31:44.000Z,gente bruta donde estan los millones que recibio manabi por lo del terremoto todo se lo llevaron por eso aun siguen en carpas no hay hospital  y siguen confiando en esta gente corrupta  reacciona pais es hora de un cambio y si quieren un modelo como venezuela pues emigren
@briana_melina,2021-04-11T23:31:03.000Z,que ignorantes pero si es democracia y no amarte luego no se quejen tienen tanto por hacer en manabi que es justamente ahi donde seguiran robando los correistas acaso creen q el banquero de guayaquil les robo el hospital de pedernales refineria y los lleno de narcopistas
@briana_melina,2021-04-11T22:25:48.000Z,dios quiera q nos libremos del correismo arauz no cumplia requisitos para el cargo inicial del bce como explica q gano el cargo y x q los correistas no reconstruyeron manabi despues del impuesto q nos clavaron y el hospital de pedernales al igual q la refineria pillos
@Delmar00001,2021-04-11T22:10:04.000Z,claro manabi vota por arauz y luego se quejaran que nunca cumplieron con sus promesas que aun siguen esperando el hospital de pedernales que fue en el gobierno de correa y con mucho sobreprecio no avanzan solo roban y roban
@azulvespin,2021-04-11T19:13:13.000Z,diga que tambien se le llevaron 3 a 1 la plata del terremoto del 2016 millones de dolares  usados para  mansiones de funcionarios corruptos y manabi sin hospital
@NandoLM34,2021-04-11T14:23:56.000Z,el papa pero capaz todos con las 2500 dosis perdidas en el hospital  teodoro maldonado carbo o las dosis pfizer que le quitaron a manabi para repartir en quito
G@briel BSC,2021-04-11T11:41:26.000Z,la memoria q nos robaron todo nos endeudaron con china por 1000 anos que nos mataron a gente que era contraria que en el terremoto se robaron todo y ni un puta hospital para manabi esa memoria tenemos
@WalterR40677567,2021-04-11T02:59:38.000Z,pobres mandabas no entienden se dejan sorprender por cualquiera ya que ni siquiera han reconstruido manabi del terremoto faltal la gente todavia vive de forma infrahumana y  las autoridades que tenian que arreglar el problema se festinaron y el hospital nada
@JChumania,2021-04-10T22:05:16.000Z,correa subio a 14 el iva y se robo la plata del hospital de pedernales y de la reconstruccion de manabi estos borregos  entiendan lo que dicen puede ser usado en su contra jajaja
@15jo,2021-04-10T20:44:39.000Z,el hospital que se demoro 9 anos en construirse y con tres torres menos a lo que se prometio y con sobreprecio y eso que fue una obra que se firmo como emergencia la culpa no es de correa es de la misma gente de manabi que prefiere saquear lo poco que nos dan
@carlosedu2489,2021-04-10T19:26:24.000Z,como van a decir que se  robo en manabi acaso no ven esas obras magnificas como la refineria del pacifico el hospital de pedernales  etc etc jajaj
@freddyonasisz,2021-04-10T12:43:43.000Z,manabi no queire saber nada de los que se nos robaron la plata de los damnificados del hospital de pedernales vengan los invito que vean aun existen familias que no tienen casa viven en cobachas
@danielandresd14,2021-04-10T02:48:21.000Z,puedes sacar sin numero de casos que judicialmente nunca fructuaron pero manabi estabamos hartos de decadas de robarse el dinero sin poner una piedralos social cristianos manejaron el poder mucho tiempo sin hacer una carretera u hospital
@Fabian43599959,2021-04-09T16:32:57.000Z,yo siempre me he preguntado como es que arrasan en manabi despues que se llevaron la plata del terremoto y la del hospital
@albina_sta2016,2021-04-09T14:08:26.000Z,manabi hermosa tierra mi madre era mananita pero lo que no entiendo es porque pese a todo lo que ha pasado en manabi siguen apoyando a un partido politico que les ha hecho tanto dano 2 ejem el tono descarado n la construccion del hospital entre otros por dios no comprend
@navarroan,2021-04-09T11:34:21.000Z,por dios pero si no un hospital les dieron a manabi como es posible q sigan votando por ali baba y los 40 ladrones que forma de dejarse ver la cara de lis manabas
@eicca5,2021-04-09T02:04:40.000Z,ya ya callate ustedes son las misma mierda acaso olvidas lo de manabi tanto dinero que segun ustedes invirtieron y a ver donde esta el puto hospital de pedernales son la misma mierda que lasso asi quedate callado
@CindyMacas,2021-04-08T22:58:35.000Z,yo soy de manabi y no tengo nada que agradecer se les pago un sueldo a todos los funcionarios publicos desde el presidente hasta los ministros nada fue gratis y para variar se nos llevaron el dinero de la reconstruccion y la del hospital de pedernales
@lmivill84,2021-04-08T21:05:08.000Z,cinismorobaron a manabi y esmeraldas mas de 30 millones de dolares durante el terremoto  de las donaciones internacionalespedernales sin hospital y aun asi quieren seguir mintiendo a manabi y al pais andresnomientasotravez
@D3miann,2021-04-08T17:46:03.000Z,vaya hable mal de correa en manabi a ver que le respondenlos que se derivaron la plata del hospital de de pedernales y repartio la plata es la  romo futura ministra de lasso
@SAPE39303124,2021-04-08T15:01:16.000Z,acole un puesto en el hospital de manabi a cierto ni existe xd
@FranciscoJosue_,2021-04-08T04:57:45.000Z,10 anos mamerto los 4 anos de tu lasso lenin no cuentan que no han dado nada a ustedes de la clase alta no pero a los pobres q somos mas ha marcado la diferencia porq crees q siempre gana del hospital de manabi es de este gobierno ignorante y ojala algun dia averigues antes
@ronnyandres10,2021-04-08T03:15:01.000Z,estuvieron 14 anos en el poder con mayoria en la asamblea y con la mayor bonanza petrolera de la historia y no dieron 1000 no bajaron las tasas de interes no bajaron impuestos ni dieron trabajo pero claro el dinero del hospital de manabi y de la refineria no se robaron 
@chi_kitoox,2021-04-08T00:09:44.000Z,vos corrupto ladron sin verguenza cuando acabas de construir el hospital en manabi ese que solo dejaste aplastado el terreno mmv
@Iquijije-,2021-04-07T14:05:36.000Z, para el sur de manabi necesitamos un hospital regional por anos nos han mantenido con la esperanza de tener uno bien equipado para atender las grandes demandas de la zona sur ahora que sea una realidad 
@diego_sicco,2021-04-06T11:19:52.000Z,deberian denunciar a los que se feriaron los fondos de la reconstruccion 3 mil millones manabi deberia tener ciudades nuevas y pedernales sigue sin hospital  e
@VIRIDANS1,2021-04-06T10:08:40.000Z,tu subvaloraste tu vivienda al venderla y pagar menos impuestos subiste el iva para manabi y firmaste antes de irte 600 contratos en un dia a portoviejo le diste un parque antes que un hospital y a manta  puras habas cinico
@garciabella17,2021-04-05T02:36:03.000Z,yaaa si toda la plata se la rifo el loco en el atico y todos sus secuaces que para variar en este pais que estan presos o estan profugos varias ciudades de manabi sin hospital por culpa de ellos 
@julioandres_14,2021-04-04T04:34:14.000Z,no nos olvidamos quienes se llevaron todo del hospital de pedernales y la reconstruccion de manabi
@jonvel00,2021-04-04T01:26:52.000Z,necesitamos un hospital nuevo para manta unidad d quemados hospital de ninos en manabi a los manabitas nos toca viajar a guayaquil o quito para ser atendidos porque especialistas y equipos no hay garantia de vacunas un centro medico para la mujer  puentes por terminar
@JAMILVERA,2021-04-04T01:12:32.000Z,pero si fuera al contrario alli si aqui tambien en mi manabi un tipo d aca realizo un audio corrieron a chantarselo a otro y se fueron a lanzar atunes con bandera politica pero cuando no hicieron el hospital de pedernales y se robaron la plata d la reconstruccion alli si mudos
@Leinad_27,2021-04-04T00:48:04.000Z,soy de manabi y aqui se habla de lasso cogoberno con moreno ellos no dejaron construir hospital compran votos x 40 dolares correa vuelve con arauz etc etc es insoportable da ganas de salir corriendo porque se dejan convencer un sesgo enfermizo a nivel local siento verguenza
@FannyMZambrano,2021-04-03T21:14:26.000Z,iess_manabi  agradecere que me sugieran que hacer tengo un certificado medico el cual debo canjearlo en el hospital del instituto en portoviejo pero con el estado ee excepcion tal vez no haya atencion del area administrativa muchas gracias   iessec
@gatoxas,2021-04-03T00:59:39.000Z,lo que deberia hacer manabi y esmeraldas es dejar de votar por arauz ya que su patron correa robo todos los aportes que dimos de ayuda y no un hospital no pudieron hacer sin verguenzas son
@cpss75,2021-04-02T16:11:58.000Z,claro q me quito  14 de iva para manabi y el hospital nunca llego  millones en una refineria q no existe  si dilapido mis impuestos claro q si o cree lo contrario
@AleBar75887343,2021-04-02T16:09:39.000Z,donde esta el dinero dr las aportaciones internacionales y nacionales  manabi todavia esta abandonada  sin vivienda sin hospitales y el ejemplo mas palpable   ellleve descarado de los fondos para el hospital de pedernales
@Diegolopezok,2021-04-02T14:11:53.000Z,y si ustedes de manabi necesitan un hospital nuevo y despues del terremoto el correa se robo el dinero de la reconstruccion por que le siguen dando el voto a arauz acaso no tienen cerebro 
@Chucho_Montes,2021-04-02T13:09:34.000Z,y  lassoguillermo  tuvo el descaro en el debate de cuestionar a  ecuarauz  por el hospital de pedernales cuando sabe que eso fue parte del reparto del  mariapaularomo  y el pidio y recibio devolucion de 15 millones del dinero destinado a la reconstruccion en manabi y esmeraldas
@LABRAHAMRD,2021-04-01T23:21:16.000Z,supongo que los que le robaron parte del iva destinado a los damnificados de manabi si los quieren cuanta desfachatez quieren hacer creer otra realidad al pueblo como que el manaba es tonto 14 anos y nada de nada hasta el hospital se lo robaron
@maya82gv,2021-04-01T22:02:53.000Z,ahora que mas a van a inventar no se contentan con robar lo que saquearon al pais dizque para reconstruir manabi no hay hospital el pendernales y salen con semejante tonteriaya nadie les cree tarados
@carlosemc027,2021-04-01T20:08:41.000Z,asi como el hospital que prometiste para manabi pedazo de pendejo
@Fernandopoli21,2021-04-01T14:16:45.000Z,solo un ejemplo subir el iva en el 2016 para ayudar a manabi y que ni siquiera construyeron el hospital de pedernales un ejemplo de muchos
@juanbatacas1,2021-04-01T11:46:14.000Z,pero demuestralos que fue asi solo hablas en cambio esta demostrado que el hospital de manabi se llevaron la plata en pleno terremoto comenta sobre eso
@jonvel00,2021-04-01T04:15:19.000Z,necesitamos un hospital nuevo para manta unidad d quemados hospital de ninos en manabi a los manabitas nos toca viajar a guayaquil o quito para ser atendidos porque especialistas y equipos no hay garantia de vacunas un centro medico para la mujer  puentes sin terminar
@RosasCriollo,2021-03-31T23:27:42.000Z,lo bueno que son negocios licitos imagenese   por otro lado con todo lo que se gasto aplanando un terreno o con lo se recaudo por el terremoto de manabi y hasta ahora ni hospital hay no puede ser elpaisolamafia
@FiscaliaEcuador,2021-03-31T22:44:40.000Z,actualizacion  fiscaliaec concluye con la presentacion de su prueba en el caso que investiga el delito de delincuencia organizada en la contratacion de la construccion del hospital de pedernales en manabi fiscaliacontraeldelito
@Susy50960000,2021-03-31T22:13:35.000Z,jamas volvere a dar mi voto y el de mi familia por estos socialistas corruptos sin verguenzas que se llenaron los bolsillos a costa del pueblo cuantos millones se cogieron en el terremoto en manabi esmeraldas nunca hicieron el hospital de pedernales nunca mas al socialismo
@dbeltranlqac,2021-03-30T01:37:14.000Z,la gente de manabi realmente no se que tienen defienden demasiado al amo belga sufrieron de maltrato en el terremoto les engano con el hospital que nunca hizo la refineria que usaron como pista de aterrizaje de narcoavionetas
@gyecitizen,2021-03-29T20:46:41.000Z,eso mi borrega  manabi   glas se les robo la plata del terremoto que aportamos todos los ecuatorianos con iva del 14  refineria de humo para avioneta de narcos   no hay hospital de pedernales  se lo llevo el robolucionario socialista de daniel mendoza   no aprenden uds
@Soylapaw,2021-03-29T19:44:24.000Z,ahhhh como el hospital de pedernales como la refineria del pacifico como la re potenciacion de la refineria de esmeraldas como la reconstruccion de manabi grandes obras les roban en la cara y les ensenaron a agradecer
@jonvel00,2021-03-29T16:03:43.000Z,seguimos esperando un hospital nuevo para manta unidad d quemados hospital de ninos en manabi a los manabitas nos toca viajar a guayaquil o quito para ser atendidos porque especialistas y equipos no hay garantia de vacunas un centro medico para la mujer  puentes sin terminar
@xls31775,2021-03-28T22:19:33.000Z,el hospital de santo domingo gustavo dominguez le pasa lo mismo llega gente de todos los cantones aledanos de manabi quininde los rios trabajan sin descanso ya casi un ano  hay que crear un hospital mas grande y bien dotado
@WalterPuent,2021-03-27T21:13:31.000Z,si eso es verdad soy d quevedo solo existia 1 hospital q se caia a pedazos sagrado corazon d jesus  era el unico en toda la region elempalme balzar ventavas vices buenafe mocache valencia y cantones cotopaxi bolivar y manabi ahora soluciona problemas  covid19
@ADRIANCELLAN,2021-03-27T18:30:01.000Z,por eso toda mi familia votaremos 1 y gracias a su gobierno manta cuenta con un lindo hospital del iess y muchas otras obras mas mil gracias manta y manabi agradecido por sus grandes obras venceremos hlvsiempre  alexandraestela
@tulitabp,2021-03-26T18:41:30.000Z,jaajajajaj vaya lea es bueno y losotros 14 anos robando alpais  ni un hospital publico  en manabi pudieron completar y eso q eliva de todos fue a parar alla lean informese es gratis es casi comocreer q por fin barcelona  no les gano en casa blanca  en fin la estupidez
@EtchegoyenBahia,2021-03-26T01:08:13.000Z,senor ministro los hospitales de manabi esperan respuesta del gobierno manabi  tambien es ecuadorel hospital de bahia espera por su equipamiento 
@pepita_mango,2021-03-25T20:53:19.000Z,es manabi ya estoy imaginando el desastre que se va a armar si gana el chulquero lo de danielito y el hospital de pedernales sera un chiste 
@SILVER92507905,2021-03-25T13:16:02.000Z,mentiroso existen personas aun vivieno en carpas 3000 millones de dolares fueron mal gastados en corrupcion he ido a manabi y constatado edernales ni siquiera una ambulancia peor hospital con esa cantidad de dinero era para que estuvieramos menos pobres se la farrearon
@negrovictorino,2021-03-25T12:45:07.000Z,hospital de especialidades hospital iess manta puente bahia san vicente red vial de toda la provincia multiproposito chone ciudad alfaro estacion de bombeo la esperanza entre otras ningun gobierno hizo tanto por manabi eso es un hecho y el q lo niegue esta ciego y sordo
@GoberManabi,2021-03-25T03:10:46.000Z,visitamos esta importante obra que ejecuta el gobierno nacional como es la construccion del hospital basico  de pedernales junto al alcalde oscar arcentales jp del canton y sus tenientes politicos  titoniltonm
@GoberManabi,2021-03-24T22:47:35.000Z,como parte de nuestra agenda en el canton pedernales recorrimos el hospital movil donde se constato el buen funcionamiento de este centro provisional de salud  titoniltonm  paolamoralesver  jppedernales
@ASalaza51028278,2021-03-24T22:42:44.000Z,el esta dado y tu tw fuiste robando aun manabi no tiene hospital por que te robaste todo
@Primicias,2021-03-24T22:30:00.000Z, ecuarauz  continuo su agenda de visitas en manabi visito el hospital de especialidades de portoviejo y mantuvo un dialogo con medios de comunicacion de manta  httpprimecbncg50e7ld0
@SANANDRESF,2021-03-24T21:48:57.000Z,drmaurofalconi  salud_ec  obraspublicasec  ingridzambranoz  y la zona norte de manabi estan sufriendo de aumentos considerables de contagios por covid 19 urge la firma del contrato complementario del hospital bahia y contratar el equipamiento del mismo sos salud para manabi
@RegysRS79,2021-03-23T22:24:01.000Z,y asi estamos en el carmenmanabi xq hasta la repotenciacion de nuestro hospital se la robaron esta manada de corruptos revolucionarios
@jairoda10,2021-03-23T19:14:27.000Z,un poco de verguenza  freddcarrion  aqui tienes la lista de las hazanas de la pandilla david romo general gabela incursion armada al hospital de la policia 30s secuestro de fernando balda muertes de indigenas en la amazonia reconstruccion de manabi
@manuel_therev,2021-03-23T19:00:54.000Z,podria explicarme sobre el dinero recaudado para ayudar a la gente de manabi y esmeraldas x q aun la gente vive en carpas por que no se construyo el hospital de pedernales que paso con los 1561 millones de dolares gastados en aplanar un terreno en la refineria del pacifico
@mpacheco430,2021-03-23T11:38:27.000Z,pero manabi  se olvida rapido de todo solo por anotar 1 caso donde esta el hospital el dinero del terremoto
@IngridCasanov,2021-03-22T20:36:34.000Z,aqui el unico q ataco a manabi y esmeraldas fue correa cuando hubo terremoto y dijo q iba a meter preso a quien s le andaba quejando y llorando y d paso hasta el sol de hoy ni un centavo ni hospital en pedernales hay                                       andresnomientaotravez
@majipa87,2021-03-22T19:28:16.000Z,no no hay que insultar pero hay que revisar las actas con inconsistencia en manabi  basta ver solo un ejemplo nunca reconstruyeron el hospital de pedernales
@Dijaram,2021-03-22T04:19:45.000Z,un senor veliz de manabi q le sacaron de un hospital x corrupto
@DanteLucif,2021-03-22T02:14:01.000Z,obras con sobreprecios sin olvidar el hospital que jamas fue construido en manabi
@maalej09,2021-03-22T01:42:09.000Z,y aun asi la gente de manabi los tiene como salvadores aun cuando desde el terremoto no les construyeron el tan anhelado hospital o tienen memoria fragil o se dejan comprar con propuestas falsas
@radiolacalle,2021-03-22T01:41:44.000Z,en tu gobierno andres se crearon contribuciones especiales para el terremoto de manabi  y donde esta el hospital no han hecho nada en temas como el asunto de la desnutricion eso a mi me duele  lassoguillermo
@SILVER92507905,2021-03-20T12:43:16.000Z,en manabi se aprovecharon de una de las mayores desgracias dinero de sangre 3000 millones de dolares y ni siquiera culminaron en pedernales un hospital una ambulancia detestable estos delincuentes la gente necesita memoria
@EmilioJosCrdov1,2021-03-19T18:51:48.000Z,hablas de privilegios cuando en tu gobierno se ferearon la plata destinada para el terremoto de manabi y hoy 5 anos despues seguimos esperando el hospital que prometiste haz un favor al ecuador y cierra la trompa tus diez anos de odio ya son historia
@CChorz,2021-03-19T17:15:30.000Z,igualito como vio morir a tanta gente en manabi en el terremoto y aun en el 2021 su pana mendoza se robo lo del hospital e hizo casas en cuba y en manabi siguen en carpas ese el amor que profesa esta rata hp
@PrensaEc1,2021-03-17T20:08:28.000Z,ademas en manabi avanza la construccion de los hospitales miguel hilario alcivar de bahia de caraquez general de duran de 120 camas basico de pedernales de 30 camas general rodriguez zambrano de manta y la cimentacion provision y equipamiento del hospital
