Username,Timestamp,Content
@HospitalVerdi,2024-04-30T22:36:20.000Z,"""Se trata de un quiste epidermoide también conocido como colesteatoma cerebral"" explica el médico Kléver Sornoza, neurocirujano del Hospital Verdi Cevallos, y quien lideró el procedimiento quirúrgico. 2/6"
@HospitalVerdi,2024-04-29T18:18:40.000Z,"Mención especial llevaron los profesionales con más 30 años de labores ininterrumpidas, a quienes con medallas y emotivos aplausos, el emblemático Verdi Cevallos, abrazó y reconoció. 2/4"
@HospitalVerdi,2024-04-29T17:56:53.000Z,"#ElNuevoEcuador | Bienvenidos al emblemático Verdi Cevallos   Internos rotativos de las carreras de medicina, enfermería y nutrición de las universidades de la región, iniciaron hoy su proceso de inducción previó al comienzo de sus actividades intrahospitalarias. 1/2"
@DominioDigitall,2024-03-11T05:10:14.000Z, Atención   Dos hombres fueron heridos en un atentado criminal en la calle 20 de Julio de la Parroquia San Pablo de Portoviejo la noche del domingo 10 de marzo.  Los heridos fueron llevado a la sala de emergencia del hospital Verdi Cevallos Balda.
@LaVozdeManabiEc,2024-03-11T05:09:15.000Z, Atención   Dos hombres fueron heridos en un atentado criminal en la calle 20 de Julio de la Parroquia San Pablo de Portoviejo la noche del domingo 10 de marzo.  Los heridos fueron llevado a la sala de emergencia del hospital Verdi Cevallos Balda.
@Marcosanton1997,2024-03-06T02:09:34.000Z,El bebé solo tiene un año 5 meses y se encuentra hospitalizado en el hospital Verdi Cevallos de Portoviejo
@HospitalVerdi,2024-03-01T19:32:09.000Z,"Al año, más de 3 mil niños y niñas nacen en el Verdi Cevallos Balda, el Hospital obstétrico de referencia de toda la región. 7/7"
@HospitalVerdi,2024-03-01T19:30:28.000Z,"#EstoEsEcuador | ¡9 nacimientos ""bisiestos"" en el Verdi Cevallos!  Siete niñas y dos niños nacieron este jueves en el Centro Obstétrico del  @HospitalVerdi , en la particular fecha de 29 de febrero o año bisiesto. 1/7"
@HospitalVerdi,2024-02-29T19:51:49.000Z,"En el Hospital Verdi Cevallos trabajamos para reforzar el diagnóstico temprano, buscando iniciar la atención especializada en el menor tiempo disponible y facilitando métodos de rehabilitación. 2/2"
@HospitalVerdi,2024-02-21T18:56:16.000Z,"#EstoEsEcuador | 202 médicos hacen historia en el Verdi Cevallos   Un desempeño empático y responsable, da paso a que el trabajo de los médicos en el  @HospitalVerdi  sea reconocido por los usuarios.  Hoy, son ellos quienes extienden sus felicitaciones."
@HospitalVerdi,2024-02-15T20:22:59.000Z,"#EstoEsEcuador | Valentín y Valentina nacieron este 14 de febrero en el Verdi Cevallos   Diego Valentín y Cloe Valentina llegaron al mundo este 14 de febrero, día de San Valentín, en el Centro Obstetrico del  @HospitalVerdi . 1/5"
@Christo61275715,2024-02-13T15:39:25.000Z,"Seleccionado en el mandato de José Verdi Cevallos, los dos fuera del cargo  lo pide el #puebloecuatoriano https://x.com/PEWM595850/sta/PEWM595850/status/1757082473928728713…"
@sofiacedenom,2024-02-03T19:01:03.000Z,Lo mismo en el Verdi Cevallos! La otra vez un guardia me sacó del estacionamiento y nisiquiera me dejó entrar caminando por la puerta en la que él estaba obligándome a ir hasta la entrada peatonal caminando :/
@HospitalVerdi,2024-02-01T18:21:19.000Z,"tropical del Hospital Verdi Cevallos y responsable del citado servicio.  De su parte, Giovanina Laprea, infectóloga, explicó las incidencias de las enfermedades tropicales desatendidas, usando al mal de Chagas como referencia, exponiendo su alcance y consecuencias. 2/2"
@edicionmedEC,2023-12-29T14:31:00.000Z,#ATENCIÓN Personal del Hospital Verdi Cevallos realiza plantón por atraso en los pagos. Aquí los detalles >> http://tinyurl.com/ymfuqjan
@edicionmedEC,2023-12-29T02:30:00.000Z,#ATENCIÓN Personal del Hospital Verdi Cevallos realiza plantón por atraso en los pagos. Aquí los detalles >> http://tinyurl.com/ymfuqjan
@edicionmedEC,2023-12-28T23:30:00.000Z,#ATENCIÓN Personal del Hospital Verdi Cevallos realiza plantón por atraso en los pagos. Aquí los detalles >> http://tinyurl.com/ymfuqjan
@edicionmedEC,2023-12-28T21:30:00.000Z,#ATENCIÓN Personal del Hospital Verdi Cevallos realiza plantón por atraso en los pagos. Aquí los detalles >> http://tinyurl.com/ymfuqjan
@SaetaTv,2023-12-28T19:46:08.000Z,"Pero plata para las pautas sí hay. Trabajadores del hospital Verdi Cevallos protestaron para que les paguen sus sueldos y décimos, que no han recibido hasta ahora. #Portoviejo"
@edicionmedEC,2023-12-28T18:30:00.000Z,#ATENCIÓN Personal del Hospital Verdi Cevallos realiza plantón por atraso en los pagos. Aquí los detalles >> http://tinyurl.com/ymfuqjan
@CrimenCastigoEc,2023-12-28T18:02:16.000Z,.#SomosCronica   #URGENTE   Trabajadores del Hospital #VerdiCevallos en #Portoviejo #Manabí protestaron porque aún no les cancelan los sueldos y décimos atrasados. 
@edicionmedEC,2023-12-28T16:30:12.000Z,#ATENCIÓN Personal del Hospital Verdi Cevallos realiza plantón por atraso en los pagos. Aquí los detalles >> http://tinyurl.com/ymfuqjan
@SalaDePrensaEc,2023-12-27T18:10:43.000Z,Personal del hospital Verdi Cevallos de Portoviejo realizó plantón por atraso en pagos https://ow.ly/XpJe50Qm9Rs  vía eluniversocom
@eluniversocom,2023-12-27T18:10:15.000Z,Personal del hospital Verdi Cevallos de Portoviejo realizó plantón por atraso en pagos https://ow.ly/XpJe50Qm9Rs
@RadioMorena640,2023-12-27T17:58:44.000Z,"#ATENCION // EL personal del Hospital General Verdi Cevallos de #Portoviejo, en #Manabí, exige al Ministerio de  @Salud_Ec  el pago de sus haberes pendientes.  #Ecuador #Nacionales #Radio #Urgente #Noticias #justicia #economia"
@jasmel_1,2023-12-27T17:50:55.000Z,"Guillermo Lasso Mendoza  @LassoGuillermo   este es el país de dejas, se de debe caer la careta de vergüenza, pero como eres político te da igual.  Trabajadores del Hospital General Verdi Cevallos de #Portoviejo piden su plata."
@postdataecu593,2023-12-27T17:41:46.000Z,"#ATENCIÓN #Manabí Personal del Hospital General Verdi Cevallos de #Portoviejo, exige al Ministerio de  @Salud_Ec el pago de sus sueldos y los décimos."
@radiosonorama,2023-12-27T17:34:13.000Z,"Trabajadores del Hospital Verdi Cevallos, de Portoviejo, exigen al Ministerio de Salud el pago de sus haberes pendientes y sus décimos.#noticias #sonorama"
@elmercuriomanta,2023-12-27T17:29:02.000Z,"#Atención| Trabajadores del Hospital General Verdi Cevallos de #Portoviejo, exigen al Ministerio de  @Salud_Ec  el pago de sus haberes pendientes. #DecanoDeLaPrensaManabita"
@PeriodismoP_Ec,2023-12-27T16:56:15.000Z,"TRABAJADORES DEL HOSPITAL VERDI CEVALLOS, DE PORTOVIEJO, PROTESTAN POR SUS SUELDOS   Más de 900 servidores de salud exigen al Ministerio de  @Salud_Ec  el pago de sus haberes pendientes, entre ellos, los décimos y el último mes de sueldo, antes de que se termine el año."
@tomebamba,2023-12-27T16:48:23.000Z,"#Manabí | Personal del Hospital General Verdi Cevallos de Portoviejo exige al Ministerio de Salud Pública el pago de sus haberes pendientes, entre ellos, los décimos.  Fuente:  @radio_pichincha"
@lahistoriaec,2023-12-27T05:47:32.000Z,Pero para pautas sí hay. Unos 900 empleados del hospital Verdi Cevallos de #Portoviejo están sin sueldo ni décimo. Hoy hubo reunión para analizar las formas de reclamo y presión para cobrar. #Manabí
@InformatManabi,2023-12-27T01:57:59.000Z,❱❱❱ #ATENCIÓN ❖  #MANABÍ ▮Unos 900 empleados del hospital Verdi Cevallos estan si sueldo ni décimo
@Audreymen2702,2023-12-26T01:59:34.000Z,Buenas noches abogada los trabajadores del hospital verdi Cevallos Balda  de Manabi canton Portoviejo denunciamos energéticamente el no haberse pagado el décimo tercer sueldo se nos engaño y se nos burló diciendo todos los días que mañana y mañana nunca se nos pago
@Lmendoza2010,2023-12-23T16:40:56.000Z,"@Presidencia_Ec  @DanielNoboaOk  Señor Presidente siendo 22 de diciembre  el personal de Salud del Hospital Verdi Cevallos Balda de Portoviejo no ha recibido el decimo, por favor se solicita la intervención urgente del  @Salud_Ec  y  @FinanzasEc"
@Paulo_cede,2023-12-20T14:52:55.000Z,Al fin un profesional de calidad.  Lo malo es que el hospital verdi Cevallos balda se queda con un médico menos y los pacientes a esperar mas tiempo.
@HospitalVerdi,2023-12-15T21:50:16.000Z,"El doctor Cevallos Viteri falleció en agosto de 1996, luego de 8 años de haberse acogido a su derecho jubilación 7/7"
@HospitalVerdi,2023-12-15T21:49:48.000Z,"avance y funcionamiento.   El Hospital Verdi Cevallos busca recuperar su historia y a través de un proyecto de vinculación, “bautizará” con nombres de insignes médicos que fueron parte de su plantilla, a las principales áreas asistenciales que lo conforman. 6/7"
@HospitalVerdi,2023-12-15T21:42:32.000Z,"“Me emociona participar de este evento y les agradezco profundamente que hagan perdurar el legado de mi padre” añadió Hildale Cevallos, una de las hijas del doctor Cevallos Viteri. 4/7"
@HospitalVerdi,2023-12-15T21:40:21.000Z,"radiólogo Alejandro Cevallos Viteri, se bautizó con ese nombre a la Sala de Imagenología de este Hospital.   “Fue en septiembre de 1951 cuando se inauguró el Servicio de Rayos X del Hospital Regional, y el doctor Cevallos Viteri fue su principal mentalizador y el primer 2/7"
@HospitalVerdi,2023-12-15T21:38:23.000Z,"#ElNuevoEcuador | ¡Desde hoy la Sala de Imagenología lleva el nombre del Doctor Alejandro Cevallos Viteri!  En una emotiva ceremonia que reunió a directivos del  @HospitalVerdi  y de  @Salud_CZ4 , así como a legendarios ex servidores y a los descendientes del médico 1/7"
@DominioDigitall,2023-11-19T04:51:13.000Z," #CronicaRoja   Una persona fue asesinada en las calles12 de Marzo  y Rocafuerte, Hospital Verdi Cevallos Balda en Portoviejo la noche del sábado 18 de noviembre."
@LaVozdeManabiEc,2023-11-19T04:50:33.000Z," #CronicaRoja   Una persona fue asesinada en las calles12 de Marzo  y Rocafuerte, Hospital Verdi Cevallos Balda en Portoviejo la noche del sábado 18 de noviembre."
@MinMedio,2023-11-19T04:32:38.000Z,#Manabi Portoviejo Un caso de sicariato ocurrió en los exteriores del hospital Verdi Cevallos
@faceri2014,2023-11-19T02:22:43.000Z,El jueves 16.11.2023 se realizó el evento deportivo CUADRANGULAR FÚTSAL VERDI 2023  cuyo objetivo principal fue promover un estilo de vida activa y saludable a través del deporte en los profesionales Médicos del HOSPITAL VERDI CEVALLOS BALDA
@HospitalVerdi,2023-11-17T17:57:55.000Z,"y la iniciativa Angels, se destacó, entre otras cosas, la acreditación del Hospital Verdi Cevallos como Stroke Ready Center.  2/5"
@HospitalVerdi,2023-11-16T13:54:00.000Z,"El Verdi Cevallos es el primer hospital de la zona que implementa y protocoliza estas iniciativas de apego familiar, en la región. 4/4"
@HospitalVerdi,2023-11-13T23:31:52.000Z,"El Verdi Cevallos es la única unidad de la zona que ha institucionalizado el método madre canguro , de apego entre madre e hijo, siendo una estrategia fundamental en el cuidado del nacido prematuro.  (3/3)"
@HospitalVerdi,2023-11-13T15:45:52.000Z,"#900DíasJuntos | Seguimos articulando la RED   Con representantes de la red centro-este, directivos del Hospital Verdi Cevallos mantuvieron reunión de trabajo, para articular la atención integral de los pacientes de esta región de la provincia."
@HospitalVerdi,2023-09-26T15:02:55.000Z,"#NuestroTrabajoContinúa | Los análisis de casos clínicos y quirúrgicos son prioridad   Los servicios de Traumatología, Cirugía General, Cirugía Vascular e Imagenología participaron del estudio de un caso quirúrgico resuelto en el Hospital Verdi Cevallos. (1/2)"
@Fressiav,2023-09-24T20:01:27.000Z,"Ser humano con gusanera en los alrededores del Hospital Verdi Cevallos, Portoviejo. Informan q han negado atención xq “no se deja”. La salud mental debe ser atendida tbien, BÚSQUENLO y atiéndanlo.  @Salud_Ec  @Hernan0722  @eldiarioec  @ecuavisa  @LassoGuillermo"
@HospitalVerdi,2023-09-21T18:19:56.000Z,"Sala de Espera General donde expusieron todos sus conocimientos respecto del tema.  La iniciativa se concreta gracias al apoyo interinstitucional entre el Hospital Verdi Cevallos y las universidades Técnica de Manabí, Laica Eloy Alfaro de Manabi y Estatal del Sur de Manabí. (2/4)"
@HospitalVerdi,2023-09-20T22:17:36.000Z,"#NuestroTrabajoContinúa | Todos cordialmente invitados   Como parte del cronograma de actividades planificadas para la Semana Mundial de Seguridad del Paciente, en el Hospital Verdi Cevallos te invitamos al siguiente enlace en vivo "
@HospitalVerdi,2023-09-20T22:10:01.000Z,"para nuestros ojos, mientras se encuentran dentro del Hospital Verdi Cevallos” indicó Eduardo Chávez, responsable de Calidad. (3/3)"
@HospitalVerdi,2023-09-19T21:09:55.000Z,"#NuestroTrabajoContinúa | Una comitiva del Hospital Verdi Cevallos participó hoy de la misa en honor a la Virgen de la Merced, cuya celebración patronal toma lugar durante esta semana en Portoviejo. (1/2)"
@DianaMe26831019,2023-09-19T00:17:38.000Z,"El pasado 17 de septiembre se celebró el día Internacional de la seguridad del paciente por lo que instituciones de salud como SOLCA y el Hospital regional Dr. verdi Cevallos, encendieron luminarias de color naranja en homenaje a este día #TicsEnSaludUleam  @DannyAguaiza"
@seniairam1,2023-09-06T20:54:50.000Z,No te debo nada Verdi Cevallos 
@andydomopila,2023-09-02T17:38:03.000Z,Manola usted no vive ni. Onose Manabí me inmajino lasso recién posesionado canbio el logo del hospital verdi Cevallos el de especialidades ya estaba terminando 6 años y no lo wquipan galta personal el de manta todabia no esta terminado 6años y nada el de pedernales l
@andydomopila,2023-09-02T02:31:21.000Z,Como dice q dijo todos los hospitales edtan sntes de este gobierno te digo uno q quedo terminado verdi Cevallos a los 2 dua del gobierno de lasso le canbiaron el logo el de especialidades 6años yno edts equipado falta personal no sea mentirosa
@TamaInfor18,2023-08-04T13:52:51.000Z,#PORTOVIEJO || Un extranjero fue asesinado hoy en la madrugada dentro del hospital Verdi Cevallos Balda de Portoviejo. mas información en el link  https://facebook.com/permalink.php?story_fbid=pfbid02fxCyYeupJWpCu8ua9toWdetVHMgQYEziUTYifUdk3K12iYoT7EYCgXWqme71sCiNl&id=100080463510660&__cft__[0]=AZUGPaLPGrxdqQ7NRK1Y9yyWUyLiZAS3tXc2z5EPfijeNog6HIESl7N1emK2VcYbObWrsCOK8tjKvgtg45PeV8xOJgeiBwFIPO1gYIzJv8R2QhJzzPFD-0g93JXrfaIx9uqV_So74g2LLW1lWyw3GmsHUNjSsp7cXs4djXRixgNtSDT7nIi5SJXR-Q25_vs9ACI&__tn__=%2CO%2CP-R…
@Rectvlive,2023-08-04T01:34:52.000Z,"Hombres armados asesinaron, la madrugada de este jueves 3 de agosto de 2023, a un paciente en el hospital regional Verdi Cevallos de #Portoviejo, en #Manabí. El lugar se mantiene con resguardo policial https://instagram.com/p/CvgR21Puvha/?igshid=MzRlODBiNWFlZA==…  #rectvliveteinforma"
@radioplatinumec,2023-08-03T22:14:26.000Z,"Sujetos armados entraron esta madrugada al hospital Verdi Cevallos, en Portoviejo, y asesinaron a un paciente que estaba internado. Las versiones preliminares que han reportado medios de esa ciudad son que dos hombres llegaron en una moto al hospital."
@radioquitoec,2023-08-03T22:14:17.000Z,"Sujetos armados entraron esta madrugada al hospital Verdi Cevallos, en Portoviejo, y asesinaron a un paciente que estaba internado. Las versiones preliminares que han reportado medios de esa ciudad son que dos hombres llegaron en una moto al hospital."
@infoplenaec,2023-08-03T21:51:14.000Z,"#ATENCIÓN: Sicarios ingresaron al Hospital Verdi Cevallos en #Portoviejo, provincia #Manabí, para asesinar a un paciente. Los antisociales se habrían hecho pasar por familiares del paciente."
@TamaInfor18,2023-08-03T20:39:41.000Z,#PORTOVIEJO || Un extranjero fue asesinado hoy en la madrugada dentro del hospital Verdi Cevallos Balda de Portoviejo. Para llegar hasta la sala de cirugía de varones donde estaba internado Jonayker Luis López García. mas información en el link  https://facebook.com/permalink.php?story_fbid=pfbid0cainvdZCGoRw3XjpZRHmhaGf3eoaikJW1NAYsijiP8buwpTnKwmgXFiQ5JNKUVw1l&id=100080463510660&__cft__[0]=AZVcSlp7vYxBJHPBE75EP_Sdlu4TIFRH48EEL56LyyiFDyYIFpo4Tmf2NkIW7eMiPMVyOV1DP-_9rWqPLcbTMZN6q32jmATYeahEwcT9Mz2utamw3NqgqvkOPV4J3-qwFhN9K4I1-zmmq6F-bg89YaZq6NGSmWpQTWVBNHqUBP5op5CwpYprJuZ600dFqmOLYUc&__tn__=%2CO%2CP-R…
@CDMCA,2023-08-03T19:17:02.000Z,"Exacto, me imagino la angustia y desesperación que debe haber vivido el personal del Hospital Verdi Cevallos Balda acá en Portoviejo"
@Expresoec,2023-08-03T17:40:00.000Z,"Un hombre fue asesinado en el hospital Luis Verdi Cevallos en Portoviejo, Manabí, durante este jueves 3 de agosto. La víctima había sido internada luego de ser baleado el pasado 28 de julio en la ciudadela San Alejo.  Más información: http://bit.ly/3Yk67lr"
@TiempoRealEC,2023-08-03T14:24:59.000Z,".#URGENTE |  Una vez más, el #CódigoPlata demuestra su fracaso total frente a hechos violentos en los centros de salud del #Ecuador   Sicarios ingresan al Hospital Verdi Cevallos de #Portoviejo #Manabí   Asesinan a un extranjero y huyen.  @Salud_Ec  @LassoGuillermo"
@elmercuriomanta,2023-08-03T14:20:27.000Z,"La madrugada de este jueves ' 2 sujetos ‘remataron' a un hombre extranjero en el hospital Verdi Cevallos de #Portoviejo, que se encontraba internado desde julio pasado, cuando fue víctima de un ataque armado. La  @PoliciaEcuador  activó el Código Plata. #DecanoDeLaPrensaManabita"
@MiraNoticiasEc,2023-08-03T14:05:07.000Z,Crimen en #Portoviejo dentro del Hospital Verdi Cevallos Balda y en pleno estado de excepción | El hecho sucedió aproximadamente a las 04h30 de este jueves 3 de agosto del 2023.
@MinMedio,2023-08-03T14:02:26.000Z,"#Manab Portoviejo A las 04:30 de hoy , Un hombre de nacionalidad extranjera fue asesinado en el hospital Verdi Cevallos minutos después la policía nacional activó el Código Plata."
@DominioDigitall,2023-08-03T14:01:47.000Z," Asesinan a un hombre dentro del hospital Verdi Cevallos Balda, en #Portoviejo. https://facebook.com/100093124806205/posts/pfbid02BCnbT5yi7iVya3kUbVDNGQRQ29C8DsYwcVqApE9YaYnrGiLh33JNZE2vzQEhLsGpl/…"
@LaVozdeManabiEc,2023-08-03T14:01:08.000Z," Asesinan a un hombre dentro del hospital Verdi Cevallos Balda, en #Portoviejo. https://m.facebook.com/story.php?story_fbid=767621775370857&id=100063691237783&mibextid=Nif5oz…"
@LaPosta_Ecu,2023-08-03T13:54:28.000Z,"¡Se activó el código plata! En horas de la madrugada, en el hospital Verdi Cevallos de Portoviejo, dos antisociales se habrían hecho pasar por familiares de un paciente, quien había ingresado por ser víctima de un ataque armado en julio."
@ecuainm_oficial,2023-08-03T13:29:55.000Z,"#URGENTE Un hombre fue asesinado dentro del Hospital Verdi Cevallos de #Portoviejo. Dos sujetos se hicieron pasar por familiares y dispararon contra el extranjero, internado desde julio, tras sufrir un ataque a tiros. @mmendozabelen"
@Yop10386121,2023-07-25T10:46:51.000Z,"Dice q no tenemos baños públicos sin agua hahaha.. pana ve a los baños del Iess, del Verdi Cevallos, del Todoro y me cuentas. Canasta vacía jaja.. entre volver con canssta vacía y correr riesgo de no volver, no hay mucha diferencia. No sales de Cumbayá ni de las Naciones Unidas.."
@edicionmedEC,2023-07-09T16:01:00.000Z, Se agilita procesamiento de pruebas para tuberculosis y VIH en el Verdi Cevallos  ¿Qué nuevo equipo tiene el  @HospitalVerdi  ? Aquí la información https://bit.ly/43gf9AZ
@edicionmedEC,2023-07-08T15:00:03.000Z, Se agilita procesamiento de pruebas para tuberculosis y VIH en el Verdi Cevallos  ¿Qué nuevo equipo tiene el  @HospitalVerdi  ? Aquí la información https://bit.ly/43gf9AZ
@edicionmedEC,2023-07-08T02:58:00.000Z, Se agilita procesamiento de pruebas para tuberculosis y VIH en el Verdi Cevallos  ¿Qué nuevo equipo tiene el  @HospitalVerdi  ? Aquí la información https://bit.ly/43gf9AZ
@edicionmedEC,2023-07-08T00:57:00.000Z, Se agilita procesamiento de pruebas para tuberculosis y VIH en el Verdi Cevallos  ¿Qué nuevo equipo tiene el  @HospitalVerdi  ? Aquí la información https://bit.ly/43gf9AZ
@edicionmedEC,2023-07-07T22:57:00.000Z, Se agilita procesamiento de pruebas para tuberculosis y VIH en el Verdi Cevallos  ¿Qué nuevo equipo tiene el  @HospitalVerdi  ? Aquí la información https://bit.ly/43gf9AZ
@edicionmedEC,2023-07-07T20:57:00.000Z, Se agilita procesamiento de pruebas para tuberculosis y VIH en el Verdi Cevallos  ¿Qué nuevo equipo tiene el  @HospitalVerdi  ? Aquí la información https://bit.ly/43gf9AZ
@edicionmedEC,2023-07-07T18:56:00.000Z, Se agilita procesamiento de pruebas para tuberculosis y VIH en el Verdi Cevallos  ¿Qué nuevo equipo tiene el  @HospitalVerdi  ? Aquí la información https://bit.ly/43gf9AZ
@edicionmedEC,2023-07-07T17:56:00.000Z, Se agilita procesamiento de pruebas para tuberculosis y VIH en el Verdi Cevallos  ¿Qué nuevo equipo tiene el  @HospitalVerdi  ? Aquí la información https://bit.ly/43gf9AZ
@visionariasec,2023-06-20T17:54:20.000Z,"#ATENCIÓN | En el Hospital Verdi Cevallos, de #Portoviejo, se reforzó la seguridad. La razón: uno de los familiares de alias “#Fito”, permanece en la casa de salud  Detalles en #VisionariasEC   http://bit.ly/43K3mv"
@periodicodeuna,2023-06-20T13:41:45.000Z,"Se activó Código Plata en hospital Verdi Cevallos Balda, en #Manta. En el sitio se encuentran internados Manuel Agustín Villamar Conforme y Wilson Alexis Avegno, quienes sufrieron un intento de sicariato la tarde del 19 de junio en #Portoviejo."
@PoderInforma,2023-06-20T00:29:23.000Z,"#PORTOVIEJO || Policía activó el Código Plata en el hospital Verdi Cevallos Balda de Portoviejo, tras el intento de asesinato que sufrieron dos hombres en el Paso Lateral. Aquí más detalles: https://facebook.com/100064763736343/posts/pfbid02pwLEBg8J7L1HvpV2GyMEvfioBr7D6wYHkfaETwyP6ZpKvp41G1ovSqk17EVu1UQTl/?d=w&mibextid=SDPelY…"
@eldiarioec,2023-06-19T20:45:12.000Z,#Portoviejo | Las víct¡mas escaparon y se dirigieron hasta el hospital Verdi Cevallos Balda >>>https://ow.ly/oawl50OS7Ko
@manavisionec,2023-06-19T20:12:04.000Z,#Portoviejo | Las víct¡mas escaparon y se dirigieron hasta el hospital Verdi Cevallos Balda >>>https://ow.ly/emGo50OS7Jx
@diariocentroec,2023-06-19T20:11:16.000Z,#Portoviejo | Las víct¡mas escaparon y se dirigieron hasta el hospital Verdi Cevallos Balda >>>https://ow.ly/emGo50OS7Jx
