"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"message";"created_time";"like_count";"comment_count";"error.message"
"SolcaPortoviejo/192107524275402_770659501910837/192107524275402_770659501910837";"1607";"1502";"2";"192107524275402_770659501910837";"data";"data.*";"fetched (200)";"2024-06-08 21:44:23.935239";"Facebook:/<post-id>/comments";"";"2024-06-07T16:39:11+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770659501910837/192107524275402_770659501910837";"1608";"1502";"2";"192107524275402_770659501910837";"data";"data.*";"fetched (200)";"2024-06-08 21:44:23.935239";"Facebook:/<post-id>/comments";"Por favor ayúdenos con la entrega de la medicina Olaparib, desde el mes de abril  no están entregando esta medicina.";"2024-06-07T17:56:02+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770659501910837/192107524275402_770659501910837";"1609";"1502";"2";"192107524275402_770659501910837";"offcut";"";"fetched (200)";"2024-06-08 21:44:23.935239";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770657235244397";"1503";"1499";"1";"192107524275402_770657235244397";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"Este mes nos unimos a la lucha contra el cáncer de próstata.   Con conciencia y detección temprana, podemos marcar la diferencia en la salud de los hombres.   ¡Únete a nosotros en la campaña de prevención y difunde el mensaje de cuidado y esperanza!   #CáncerDePróstata #Prevención #SaludMasculina";"2024-06-07T16:27:30+0000";"";"";""
"SolcaPortoviejo/192107524275402_770657235244397/192107524275402_770657235244397";"1610";"1503";"2";"192107524275402_770657235244397";"empty";"";"fetched (200)";"2024-06-08 21:44:24.213514";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770657235244397/192107524275402_770657235244397";"1611";"1503";"2";"192107524275402_770657235244397";"offcut";"";"fetched (200)";"2024-06-08 21:44:24.213514";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770639558579498";"1504";"1499";"1";"192107524275402_770639558579498";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"¡Una visita especial en Solca Manabí!   Los medios de comunicación de Manavisión y El Diario nos acompañaron en una entrevista exclusiva con el Dr. Freddy García, Cirujano Urólogo y jefe del Servicio de Urología.   Abordamos juntos la importancia de la prevención del cáncer de próstata.   ¡Mantente informado y protege tu salud!   #PrevenciónCáncerDePróstata #SolcaManabí #SaludMasculina";"2024-06-07T15:49:45+0000";"";"";""
"SolcaPortoviejo/192107524275402_770639558579498/192107524275402_770639558579498";"1612";"1504";"2";"192107524275402_770639558579498";"data";"data.*";"fetched (200)";"2024-06-08 21:44:24.544354";"Facebook:/<post-id>/comments";"Excelente ser humano y un gran profesional el doctor Freddy García. Dios lo bendiga.";"2024-06-07T16:55:15+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770639558579498/192107524275402_770639558579498";"1613";"1504";"2";"192107524275402_770639558579498";"data";"data.*";"fetched (200)";"2024-06-08 21:44:24.544354";"Facebook:/<post-id>/comments";"";"2024-06-07T17:10:19+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770639558579498/192107524275402_770639558579498";"1614";"1504";"2";"192107524275402_770639558579498";"data";"data.*";"fetched (200)";"2024-06-08 21:44:24.544354";"Facebook:/<post-id>/comments";"Excelente doctor";"2024-06-07T22:33:02+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770639558579498/192107524275402_770639558579498";"1615";"1504";"2";"192107524275402_770639558579498";"data";"data.*";"fetched (200)";"2024-06-08 21:44:24.544354";"Facebook:/<post-id>/comments";"excelente ser humano el Dr Freddy García Dios le vendiga hoy mañana y siempre";"2024-06-08T21:17:10+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770639558579498/192107524275402_770639558579498";"1616";"1504";"2";"192107524275402_770639558579498";"offcut";"";"fetched (200)";"2024-06-08 21:44:24.544354";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770637061913081";"1505";"1499";"1";"192107524275402_770637061913081";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"La prevención es nuestra mejor arma contra el cáncer de próstata.   Este tipo de cáncer es uno de los más comunes entre los hombres, pero detectarlo a tiempo salva vidas. Las revisiones periódicas y el conocimiento de los factores de riesgo son esenciales.   No esperes a que sea tarde, haz de la conciencia y el cuidado de tu salud una prioridad. Infórmate, chequea y actúa para un futuro más saludable.   Acércate a Solca Manabí y recibe la atención especializada que mereces.   ¡Tu bienestar está en tus manos!   #Prevención #SaludMasculina #CuidadoPersonal #CáncerDePróstata #SolcaManabí";"2024-06-07T15:45:19+0000";"";"";""
"SolcaPortoviejo/192107524275402_770637061913081/192107524275402_770637061913081";"1617";"1505";"2";"192107524275402_770637061913081";"data";"data.*";"fetched (200)";"2024-06-08 21:44:24.936562";"Facebook:/<post-id>/comments";"";"2024-06-07T17:14:21+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770637061913081/192107524275402_770637061913081";"1618";"1505";"2";"192107524275402_770637061913081";"offcut";"";"fetched (200)";"2024-06-08 21:44:24.936562";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_381253868266705";"1506";"1499";"1";"192107524275402_381253868266705";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"";"2024-06-07T13:10:48+0000";"";"";""
"SolcaPortoviejo/192107524275402_381253868266705/192107524275402_381253868266705";"1619";"1506";"2";"192107524275402_381253868266705";"data";"data.*";"fetched (200)";"2024-06-08 21:44:25.295500";"Facebook:/<post-id>/comments";"Alguien me puede decir si ya pudieron arreglar los convenios ?";"2024-06-07T13:37:01+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_381253868266705/192107524275402_381253868266705";"1620";"1506";"2";"192107524275402_381253868266705";"offcut";"";"fetched (200)";"2024-06-08 21:44:25.295500";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770221291954658";"1507";"1499";"1";"192107524275402_770221291954658";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"https://www.facebook.com/share/v/gJh4YtXx6mKxAiyh/?mibextid=ox5AEW";"2024-06-06T23:00:09+0000";"";"";""
"SolcaPortoviejo/192107524275402_770221291954658/192107524275402_770221291954658";"1621";"1507";"2";"192107524275402_770221291954658";"empty";"";"fetched (200)";"2024-06-08 21:44:25.687716";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770221291954658/192107524275402_770221291954658";"1622";"1507";"2";"192107524275402_770221291954658";"offcut";"";"fetched (200)";"2024-06-08 21:44:25.687716";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770164585293662";"1508";"1499";"1";"192107524275402_770164585293662";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"¿Sabías qué es el linfedema? 🫱🏻‍🫲🏽  Descubre cómo cuidarte adecuadamente y qué ejercicios pueden ayudarte a gestionarlo.   En Solca Manabí, estamos comprometidos con tu bienestar y te brindamos la información y el apoyo que necesitas para mantener una vida saludable.  #Linfedema #Salud #Bienestar #solcamanabi";"2024-06-06T20:12:40+0000";"";"";""
"SolcaPortoviejo/192107524275402_770164585293662/192107524275402_770164585293662";"1623";"1508";"2";"192107524275402_770164585293662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:26.049976";"Facebook:/<post-id>/comments";"Muchas gracias por el consejo, Solca Manabí siempre pensando en nosotros";"2024-06-06T20:34:55+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770164585293662/192107524275402_770164585293662";"1624";"1508";"2";"192107524275402_770164585293662";"offcut";"";"fetched (200)";"2024-06-08 21:44:26.049976";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770163401960447";"1509";"1499";"1";"192107524275402_770163401960447";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"📣 La Voz de Nuestros Pacientes ante la Situación Actual  En Solca Manabí, nuestros pacientes comparten sus experiencias y necesidades durante estos tiempos desafiantes.   Nos esforzamos por brindar la atención necesaria a pesar de las dificultades, pero requerimos recursos adicionales para garantizar el cuidado óptimo para todos.  #SolcaManabí #AtenciónDeCalidad #RecursosParaLaSalud";"2024-06-06T20:09:53+0000";"";"";""
"SolcaPortoviejo/192107524275402_770163401960447/192107524275402_770163401960447";"1625";"1509";"2";"192107524275402_770163401960447";"data";"data.*";"fetched (200)";"2024-06-08 21:44:26.402605";"Facebook:/<post-id>/comments";"Así es amiga, estamos mal todos los pacientes de Solca por las deudas pendientes, por favor ayúdennos. El tratamiento es parte de nuestro proceso para seguir con vida. Tengo pendiente varias tomografías y el costo es de  más o menos 560 dólares y no tengo esa cantidad.";"2024-06-06T21:24:45+0000";"1";"0";""
"SolcaPortoviejo/192107524275402_770163401960447/192107524275402_770163401960447";"1626";"1509";"2";"192107524275402_770163401960447";"data";"data.*";"fetched (200)";"2024-06-08 21:44:26.402605";"Facebook:/<post-id>/comments";"Yo también necesito una tomografía y una resonancia. Los costos son altos, no nos alcanza. Por favor necesitamos ayuda para seguir con el tratamiento. No queremos retroceder 🙏";"2024-06-06T23:08:32+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770163401960447/192107524275402_770163401960447";"1627";"1509";"2";"192107524275402_770163401960447";"data";"data.*";"fetched (200)";"2024-06-08 21:44:26.402605";"Facebook:/<post-id>/comments";"Por favor ayúdenos con la entrega de la medicina Olaparib, desde el mes de abril  no están entregando esta medicina.";"2024-06-07T23:23:04+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770163401960447/192107524275402_770163401960447";"1628";"1509";"2";"192107524275402_770163401960447";"data";"data.*";"fetched (200)";"2024-06-08 21:44:26.402605";"Facebook:/<post-id>/comments";"Por favor ayúdenos con la entrega de la medicina Olaparib, desde el mes de abril  no están entregando esta medicina.";"2024-06-07T23:23:25+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_770163401960447/192107524275402_770163401960447";"1629";"1509";"2";"192107524275402_770163401960447";"offcut";"";"fetched (200)";"2024-06-08 21:44:26.402605";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770136191963168";"1510";"1499";"1";"192107524275402_770136191963168";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"Para acceder al paquete de control prostático debe agendar su cita con mínimo 3 días de anticipación, en el área de urología del hospital de SOLCA Portoviejo. Esta jornada de atención uro-oncológica se desarrolla durante los sábados 15, 22 y 29 del presente mes de junio.";"2024-06-06T19:00:20+0000";"";"";""
"SolcaPortoviejo/192107524275402_770136191963168/192107524275402_770136191963168";"1630";"1510";"2";"192107524275402_770136191963168";"empty";"";"fetched (200)";"2024-06-08 21:44:26.764495";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770136191963168/192107524275402_770136191963168";"1631";"1510";"2";"192107524275402_770136191963168";"offcut";"";"fetched (200)";"2024-06-08 21:44:26.764495";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770049711971816";"1511";"1499";"1";"192107524275402_770049711971816";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"Es importante concienciar a la población de la importancia de prevenir el Cáncer de Próstata, es necesario los análisis periódicos para la detección precoz de esta enfermedad.";"2024-06-06T15:46:18+0000";"";"";""
"SolcaPortoviejo/192107524275402_770049711971816/192107524275402_770049711971816";"1632";"1511";"2";"192107524275402_770049711971816";"empty";"";"fetched (200)";"2024-06-08 21:44:27.086521";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_770049711971816/192107524275402_770049711971816";"1633";"1511";"2";"192107524275402_770049711971816";"offcut";"";"fetched (200)";"2024-06-08 21:44:27.086521";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_769979308645523";"1512";"1499";"1";"192107524275402_769979308645523";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"";"2024-06-06T13:18:50+0000";"";"";""
"SolcaPortoviejo/192107524275402_769979308645523/192107524275402_769979308645523";"1634";"1512";"2";"192107524275402_769979308645523";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.420517";"Facebook:/<post-id>/comments";"Amigos de toda la familia aquí en estimamos mucho nuestro más sentido pésame a todos los amigos";"2024-06-06T14:07:25+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769979308645523/192107524275402_769979308645523";"1635";"1512";"2";"192107524275402_769979308645523";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.420517";"Facebook:/<post-id>/comments";"MIS SENTIDAS CONDOLENCIAS A LOS FAMILIARES DEL QUE EN VIDA FUE DR. BRUCKER GARCIA L.,APRECIADO Y DISTINGUIDO PROFESIONAL QUE PRESTABA SUS SERVICIOS MEDICOS EN SOLCA -PORTOVIEJO...QUE DESCANSE EN LA GLORIA DEL PADRE CELESTIAL.";"2024-06-06T15:55:56+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769979308645523/192107524275402_769979308645523";"1636";"1512";"2";"192107524275402_769979308645523";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.420517";"Facebook:/<post-id>/comments";"QEPD 🪦🌹🙏";"2024-06-06T18:46:31+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769979308645523/192107524275402_769979308645523";"1637";"1512";"2";"192107524275402_769979308645523";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.420517";"Facebook:/<post-id>/comments";"Sentidas condolencias a su familia. Descanse en paz.";"2024-06-06T23:16:07+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769979308645523/192107524275402_769979308645523";"1638";"1512";"2";"192107524275402_769979308645523";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.420517";"Facebook:/<post-id>/comments";"Mis sentidas condolencias para toda su familia. El Dr Brucker ya descansa en los brazos del Señor";"2024-06-08T11:59:17+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769979308645523/192107524275402_769979308645523";"1639";"1512";"2";"192107524275402_769979308645523";"offcut";"";"fetched (200)";"2024-06-08 21:44:27.420517";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_769369108706543";"1513";"1499";"1";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"";"2024-06-05T12:43:57+0000";"";"";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1640";"1513";"2";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"Sintiendo mucho dios lo tenga en su santa gloria y si hay tres día de luto si habrá atención en el hospital de Portoviejo tengo un familiar en tratamiento";"2024-06-05T13:00:29+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1641";"1513";"2";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"Excelente profesional..persona muy dedicada a los pacientes demostrando mucho interés en la salud de ellos...se nos fue un icono de los médicos manabitas.😪😪😭😭😭";"2024-06-05T13:13:03+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1642";"1513";"2";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"Descanse en Paz estimado amigo Dr Brucker García Loor. Mi pesar a sus familiares";"2024-06-05T13:15:42+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1643";"1513";"2";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"Mi sentida nota de pesar a toda su distinguida familia, Brucker será recordado siempre por sus acciones y logros dentro y fuera de la institución, amigo de siempre y compañero del directorio donde se lo extrañará, paz en su tumba al honorable amigo🙏🙏🙏";"2024-06-05T13:33:24+0000";"2";"0";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1644";"1513";"2";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"Paz en su tumba amén";"2024-06-05T13:47:19+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1645";"1513";"2";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"Descanse en la Paz del Señor Jesucristo Dr. Brucker García Loor. Dios Mitigue el dolor de su Familia.";"2024-06-05T14:05:46+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1646";"1513";"2";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"QUEDÓ dialectos amigos de la familia";"2024-06-05T18:45:46+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1647";"1513";"2";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"Lamento mucho su partida un Doctor tan solidario con una empatía única ,le agradezco a Dios por permitirme conocerlo fué un Ángel que me ayudó en mi tratamiento mis condolencias a toda su familia.";"2024-06-05T20:18:01+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1648";"1513";"2";"192107524275402_769369108706543";"data";"data.*";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"AMEN";"2024-06-06T01:41:31+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769369108706543/192107524275402_769369108706543";"1649";"1513";"2";"192107524275402_769369108706543";"offcut";"";"fetched (200)";"2024-06-08 21:44:27.799870";"Facebook:/<post-id>/comments";"";"";"";"";""
"SolcaPortoviejo/192107524275402_769191252057662";"1514";"1499";"1";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:42:09.352667";"Facebook:/<page-id>/posts";"Ante el fallecimiento del Dr. Brucker García Loor, nuestro Segundo Vicepresidente del Consejo Directivo de SOLCA Manabí.";"2024-06-05T05:44:14+0000";"";"";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1650";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Mis sentidas condolencias por tan irreparable pérdida, Dios lo tenga en su santa gloria";"2024-06-05T05:57:58+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1651";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"🙏🙏🙏";"2024-06-05T06:15:26+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1652";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Descanse en paz.";"2024-06-05T06:26:21+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1653";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Dios lo tenga en su santa gloria al dr Bruker García";"2024-06-05T06:47:17+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1654";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Descanse en Paz Dr🎗️y brille para el la luz eterna 🕯️";"2024-06-05T07:04:41+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1655";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Descanse en Paz";"2024-06-05T07:51:55+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1656";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Se fue el amigo de todos ... Una pena inmensa invade mi corazón";"2024-06-05T08:08:37+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1657";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"🙏🙏";"2024-06-05T09:07:17+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1658";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Sentidas Condolencias 🙏 🕊️ 😔";"2024-06-05T09:08:36+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1659";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Un sentido abrazo a sus familiares, Paz en tumba Dr. Brucker García.. amén";"2024-06-05T09:11:57+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1660";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Nuestros sentimientos de pesar a su esposa Yara Guerrero  a su apreciada familia y a uds. SOLCA Manabí nuestro corazón muy triste";"2024-06-05T09:50:47+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1661";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Mí más sentido pésame a la familia y que Dios lo tenga en su santa gloria 🙏🙏🙏";"2024-06-05T10:16:01+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1662";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Descanse ena Paz  doctor  que el señor lo acoja en su santo reino";"2024-06-05T10:17:05+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1663";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"SALMOS 116:15 Estimada es a los ojos de Jehová la muerte de sus santos.  Que el Señor les de consuelo y fortaleza a sus familiares en estos momentos de dolor y tristeza🫂";"2024-06-05T10:37:39+0000";"0";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1664";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Descanse en paz";"2024-06-05T10:46:28+0000";"1";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1665";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"Descansa en paz. más que un colega un amigo que dios lo tenga en su reino";"2024-06-05T10:50:48+0000";"1";"0";""
"SolcaPortoviejo/192107524275402_769191252057662/192107524275402_769191252057662";"1666";"1514";"2";"192107524275402_769191252057662";"data";"data.*";"fetched (200)";"2024-06-08 21:44:28.211930";"Facebook:/<post-id>/comments";"🙏🙏";"2024-06-05T10:54:22+0000";"0";"0";""
